,FIPS,2000_cand,2004_cand,2008_cand,2012_cand,2016_cand,2000_percent,2004_percent,2008_percent,2012_percent,2016_percent,party2000,party2004,party2008,party2012,party2016,Switch_1996_2000,Switch_2000_2004,Switch_2004_2008,Switch_2008_2012,Switch_2012_2016,county,state
409,17083,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.49920323,0.536154681,0.503543419,0.606386183,0.704940406,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Jersey,Illinois
410,17087,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.612644536,0.681500426,0.662938485,0.698695346,0.763507965,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Johnson,Illinois
411,17101,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.546366677,0.618516867,0.520654835,0.644014026,0.741877256,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Lawrence,Illinois
412,17103,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.551915185,0.586230789,0.50606692,0.526697601,0.556007489,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Lee,Illinois
413,17105,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.595746061,0.643182243,0.588224,0.648513864,0.668544109,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Livingston,Illinois
414,17107,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.623115193,0.676616915,0.576070099,0.650792334,0.659704863,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Logan,Illinois
415,17121,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.494508792,0.546504877,0.500518314,0.586653134,0.694564835,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Marion,Illinois
416,17123,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.532419164,0.567132442,0.496605084,0.562393162,0.632520053,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Marshall,Illinois
417,17127,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.545077106,0.616648707,0.608266073,0.658660508,0.725123448,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Massac,Illinois
418,17129,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.622702354,0.670520231,0.568069307,0.641846854,0.649424405,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Menard,Illinois
419,17133,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.553203827,0.578375076,0.546424819,0.62459844,0.652526609,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Monroe,Illinois
420,17137,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.5621599,0.618708827,0.494431056,0.565550511,0.613243243,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Morgan,Illinois
421,17139,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.534148472,0.62295082,0.554472843,0.624731715,0.709056183,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Moultrie,Illinois
422,17141,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.598271929,0.619235399,0.528933602,0.574399795,0.593229447,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Ogle,Illinois
423,17147,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.550864639,0.627999068,0.55461718,0.621683703,0.62544405,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Piatt,Illinois
424,17149,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.580128205,0.630576441,0.585215336,0.667032665,0.764143426,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Pike,Illinois
425,17151,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.577682403,0.615763547,0.60197221,0.680468047,0.783380019,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Pope,Illinois
426,17157,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.498845104,0.539983953,0.495855808,0.576014452,0.706143441,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Randolph,Illinois
427,17159,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.635164243,0.664989031,0.565882353,0.653117275,0.746876627,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Richland,Illinois
428,17165,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.509270386,0.597342136,0.533689184,0.63488806,0.726985242,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Saline,Illinois
429,17171,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.590522479,0.64339909,0.559615385,0.621135029,0.753834356,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Scott,Illinois
430,17173,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.575715832,0.638460811,0.588516746,0.658297258,0.747411444,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Shelby,Illinois
431,17175,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.566744731,0.601437439,0.520467836,0.574004508,0.648195406,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Stark,Illinois
432,17179,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.540498389,0.578427284,0.520672158,0.578806841,0.601040373,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Tazewell,Illinois
433,17181,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.507736721,0.584822897,0.54881527,0.598526926,0.678224201,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Union,Illinois
434,17185,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.618373275,0.701298701,0.562781045,0.677444488,0.740666179,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Wabash,Illinois
435,17189,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.609834688,0.625863771,0.563918306,0.647130317,0.750100983,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Washington,Illinois
436,17191,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.695047446,0.736334017,0.66782307,0.7796875,0.843360368,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Wayne,Illinois
437,17193,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.591986382,0.624021202,0.534952368,0.669733862,0.768916155,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,White,Illinois
438,17199,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.52013809,0.603671562,0.564128354,0.614521497,0.677194525,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Williamson,Illinois
439,17203,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.649377717,0.675353686,0.625724991,0.686711879,0.664871124,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Woodford,Illinois
440,18001,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.679507546,0.729685157,0.621919633,0.686880332,0.737051184,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Adams,Indiana
441,18003,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.616042687,0.632772415,0.517502195,0.575837592,0.570420764,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Allen,Indiana
442,18005,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.628662346,0.669577415,0.549785781,0.616620064,0.635272392,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Bartholomew,Indiana
443,18007,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.63009809,0.700651303,0.572364971,0.650922303,0.703491544,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Benton,Indiana
444,18009,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.551604333,0.64070632,0.494394413,0.571579169,0.692291796,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Blackford,Indiana
445,18011,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.715427267,0.744824876,0.623785041,0.678083426,0.610789981,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Boone,Indiana
446,18013,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.567845093,0.615552524,0.504034761,0.569700158,0.631340466,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Brown,Indiana
447,18015,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.617077891,0.679323918,0.556089744,0.640076825,0.725789656,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Carroll,Indiana
448,18017,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.615980405,0.680496734,0.533188526,0.596214957,0.682736294,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Cass,Indiana
449,18019,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.520061067,0.578571935,0.53066527,0.539812497,0.587228967,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Clark,Indiana
450,18021,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.629356172,0.682648614,0.549978061,0.658011869,0.756160255,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Clay,Indiana
451,18023,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.649713402,0.713227246,0.558344093,0.641303248,0.714728552,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Clinton,Indiana
452,18025,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.552862913,0.570397901,0.504426644,0.52745098,0.656433703,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Crawford,Indiana
453,18027,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.704026227,0.748749882,0.670508218,0.745170732,0.793554978,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Daviess,Indiana
454,18029,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.648838527,0.678668511,0.670027456,0.68858472,0.755117355,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Dearborn,Indiana
455,18031,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.666775706,0.735268164,0.614893211,0.690628638,0.763008897,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Decatur,Indiana
456,18033,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.631193326,0.679607869,0.570295644,0.648395394,0.713170039,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,DeKalb,Indiana
457,18037,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.653637771,0.687097152,0.513116079,0.628519038,0.668785028,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Dubois,Indiana
458,18039,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.674644837,0.700016292,0.551316857,0.62456523,0.63792473,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Elkhart,Indiana
459,18041,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.585174049,0.608470638,0.519657578,0.5708951,0.717628541,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Fayette,Indiana
460,18043,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.548984349,0.586515196,0.546213427,0.563036397,0.572665331,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Floyd,Indiana
461,18045,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.605411345,0.674013326,0.561133603,0.655885248,0.755739455,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Fountain,Indiana
462,18047,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.669984411,0.698258607,0.661451461,0.703030303,0.787160628,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Franklin,Indiana
463,18049,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.626636244,0.692519821,0.571507884,0.654319468,0.717697636,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Fulton,Indiana
464,18051,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.561574209,0.624948679,0.559721762,0.644453502,0.715641953,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Gibson,Indiana
465,18053,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.612180702,0.683503277,0.560249439,0.599209017,0.67193426,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Grant,Indiana
466,18055,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.590538078,0.644772319,0.564311395,0.64503089,0.744656184,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Greene,Indiana
467,18057,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.742459763,0.742445618,0.607458315,0.663049911,0.566616534,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Hamilton,Indiana
468,18059,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.694684096,0.745361898,0.642513065,0.694090065,0.693015671,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Hancock,Indiana
469,18061,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.584787863,0.636337377,0.583218175,0.602116462,0.697435068,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Harrison,Indiana
470,18063,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.712339325,0.734771137,0.611623432,0.664906068,0.639725248,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Hendricks,Indiana
471,18065,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.563527164,0.640704253,0.511093391,0.570210975,0.689407095,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Henry,Indiana
472,18067,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.596304443,0.64055536,0.524233637,0.560126757,0.642591537,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Howard,Indiana
473,18069,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.691723666,0.743392846,0.630267026,0.688994608,0.726111076,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Huntington,Indiana
474,18071,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.620052048,0.679563431,0.559802003,0.623444232,0.731747567,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Jackson,Indiana
475,18073,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.645831468,0.680175616,0.595650485,0.61685794,0.701300643,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Jasper,Indiana
476,18075,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.583686177,0.65925656,0.529284426,0.587900266,0.713373403,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Jay,Indiana
477,18077,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.551672115,0.598488937,0.522831727,0.54060643,0.630980508,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Jefferson,Indiana
478,18079,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.603749737,0.652657602,0.528845342,0.597073171,0.737578475,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Jennings,Indiana
479,18081,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.695393056,0.736806165,0.622177887,0.681681733,0.683548872,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Johnson,Indiana
480,18083,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.563637571,0.634446844,0.525998539,0.634664906,0.713908224,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Knox,Indiana
481,18085,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.753045404,0.780535966,0.679896462,0.750432468,0.746010473,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Kosciusko,Indiana
482,18087,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.652466099,0.714206376,0.600779686,0.668849292,0.734371733,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,LaGrange,Indiana
483,18093,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.6614422,0.689738954,0.594475019,0.652115363,0.732821637,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Lawrence,Indiana
484,18099,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.635665635,0.67778152,0.56097035,0.633830566,0.679570844,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Marshall,Indiana
485,18101,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.652636147,0.683346677,0.636753008,0.687750369,0.768766895,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Martin,Indiana
486,18103,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.649829827,0.704432052,0.588960533,0.639543072,0.739875389,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Miami,Indiana
487,18107,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.678650485,0.74931262,0.592737978,0.68033241,0.729678015,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Montgomery,Indiana
488,18109,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.693683064,0.737523531,0.629238832,0.693094177,0.756841432,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Morgan,Indiana
489,18111,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.589836661,0.64244186,0.546071133,0.582065794,0.703537532,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Newton,Indiana
490,18113,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.640334834,0.692582435,0.569871568,0.657473529,0.722202487,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Noble,Indiana
491,18115,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.607945425,0.607167005,0.587045922,0.623980135,0.725094146,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Ohio,Indiana
492,18117,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.628452668,0.656842349,0.560969577,0.59375,0.708374023,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Orange,Indiana
493,18119,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.618022451,0.657548659,0.540391677,0.623936891,0.719060418,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Owen,Indiana
494,18121,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.595780983,0.65270406,0.561315336,0.649884881,0.738833181,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Parke,Indiana
495,18125,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.56585211,0.602865422,0.534339748,0.612048599,0.735820646,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Pike,Indiana
496,18129,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.584878488,0.653512431,0.532769556,0.60772125,0.674099623,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Posey,Indiana
497,18131,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.63374411,0.676344852,0.568075117,0.623448787,0.705990108,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Pulaski,Indiana
498,18133,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.619324404,0.678136419,0.552096135,0.651167836,0.722867822,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Putnam,Indiana
499,18135,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.594157126,0.646592138,0.535529238,0.610265973,0.718779881,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Randolph,Indiana
500,18137,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.654613583,0.694946764,0.639481457,0.681416735,0.765495706,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Ripley,Indiana
501,18139,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.651976936,0.722678884,0.559837462,0.659407913,0.733573607,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Rush,Indiana
502,18145,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.626387982,0.711112498,0.587970866,0.655011933,0.706791153,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Shelby,Indiana
503,18151,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.616564689,0.653467648,0.542485508,0.624096386,0.695661129,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Steuben,Indiana
504,18153,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.522754781,0.595544437,0.494534275,0.591314837,0.717139853,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Sullivan,Indiana
505,18155,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.565297931,0.588667938,0.532967033,0.551074477,0.691538254,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Switzerland,Indiana
506,18159,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.65390924,0.713127217,0.568800307,0.648065173,0.744207723,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Tipton,Indiana
507,18161,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.649929279,0.677631579,0.615591398,0.652258065,0.742935278,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Union,Indiana
508,18169,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.645889932,0.706293192,0.593900944,0.671430791,0.729209979,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Wabash,Indiana
509,18171,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.588641189,0.647727273,0.541770885,0.625526316,0.73740458,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Warren,Indiana
510,18173,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.591913577,0.650528338,0.558625501,0.623264312,0.645949508,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Warrick,Indiana
511,18175,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.598714417,0.635569853,0.576647501,0.608456738,0.721226498,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Washington,Indiana
512,18177,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.567492346,0.599703511,0.5096982,0.562114849,0.626607764,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Wayne,Indiana
513,18179,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.687439057,0.742107819,0.650501033,0.715577889,0.758816837,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Wells,Indiana
514,18181,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.609551696,0.672776384,0.532274543,0.602847622,0.68566597,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,White,Indiana
515,18183,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.64993565,0.705585639,0.600737424,0.683365532,0.727005057,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Whitley,Indiana
516,19001,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.551782683,0.561477326,0.508265482,0.529029029,0.645762267,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Adair,Iowa
517,19007,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.52454418,0.517829457,0.499676166,0.506164932,0.657268579,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Appanoose,Iowa
518,19021,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.54581923,0.575618375,0.501663103,0.543242276,0.592292824,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Buena Vista,Iowa
519,19023,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.570642475,0.59090301,0.5163271,0.544201458,0.654998003,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Butler,Iowa
520,19025,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.550684388,0.587333093,0.527622714,0.552772467,0.672223299,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Calhoun,Iowa
521,19029,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.611337209,0.635821291,0.545034014,0.585287994,0.668210526,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Cass,Iowa
522,19035,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.525333738,0.552972337,0.529772192,0.570849571,0.669862576,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Cherokee,Iowa
523,19041,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.526788071,0.570330694,0.518575851,0.582333569,0.682023906,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Clay,Iowa
524,19049,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,0.53316089,0.577454075,0.51942402,0.550634904,0.505568336,republican,republican,republican,republican,republican,FALSE,FALSE,FALSE,FALSE,FALSE,Dallas,Iowa
